1, none, regions_unexplored:alpha_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
52, badlands, regions_unexplored:arid_mountains, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
53, badlands, regions_unexplored:arid_mountains, CREATURE, alexsmobs:emu, 20, 2, 5
54, badlands, regions_unexplored:arid_mountains, CREATURE, alexsmobs:kangaroo, 25, 3, 5
55, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
56, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
57, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
58, badlands, regions_unexplored:arid_mountains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
59, badlands, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
60, badlands, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
61, badlands, regions_unexplored:arid_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
62, none, far_end:ashfall_delta, MONSTER, alexsmobs:farseer, 30, 1, 1
63, none, far_end:ashfall_delta, CREATURE, alexsmobs:endergrade, 10, 2, 6
64, none, far_end:ashfall_delta, CREATURE, alexsmobs:spectre, 10, 1, 2
65, none, far_end:ashfall_delta, CREATURE, alexsmobs:enderiophage, 10, 2, 2
66, none, far_end:ashfall_delta, CREATURE, alexsmobs:cosmaw, 10, 1, 2
67, none, far_end:ashfall_delta, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
68, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:revenant, 25, 5, 8
69, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
70, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
71, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
72, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
73, forest, regions_unexplored:autumnal_maple_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
74, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
75, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
76, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:crow, 10, 3, 5
77, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
78, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
79, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
80, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
81, forest, regions_unexplored:autumnal_maple_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
82, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
83, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
84, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
85, badlands, minecraft:badlands, MONSTER, graveyard:nightmare, 10, 1, 1
86, badlands, minecraft:badlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
87, badlands, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
88, badlands, minecraft:badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
89, badlands, minecraft:badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
90, badlands, minecraft:badlands, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
91, badlands, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
92, badlands, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
93, badlands, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
94, badlands, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
95, badlands, minecraft:badlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
96, badlands, minecraft:badlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
97, badlands, minecraft:badlands, CREATURE, kellomod:rat, 80, 1, 7
98, badlands, minecraft:badlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
99, badlands, minecraft:badlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
100, badlands, minecraft:badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
101, badlands, minecraft:badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
102, badlands, minecraft:badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
103, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:ghoul, 25, 2, 5
104, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
105, jungle, regions_unexplored:bamboo_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
106, jungle, regions_unexplored:bamboo_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
107, jungle, regions_unexplored:bamboo_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
108, jungle, regions_unexplored:bamboo_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
109, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
110, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:gorilla, 25, 7, 7
111, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
112, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:toucan, 23, 5, 5
113, jungle, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:anteater, 10, 1, 3
114, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
115, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
116, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
117, jungle, regions_unexplored:bamboo_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
118, jungle, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
119, jungle, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
120, jungle, regions_unexplored:bamboo_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
121, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
122, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
123, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
124, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
125, jungle, minecraft:bamboo_jungle, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
126, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
127, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
128, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 30, 1, 3
129, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
130, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
131, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
132, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
133, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
134, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
135, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
136, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:ghoul, 25, 2, 5
137, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:nightmare, 10, 1, 1
138, savanna, regions_unexplored:baobab_savanna, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
139, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
140, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:farseer, 30, 1, 1
141, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:murmur, 10, 1, 1
142, savanna, regions_unexplored:baobab_savanna, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
143, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
144, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
145, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
146, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
147, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
148, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
149, savanna, regions_unexplored:baobab_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 2
150, savanna, regions_unexplored:baobab_savanna, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
151, savanna, regions_unexplored:baobab_savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
152, savanna, regions_unexplored:baobab_savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
153, savanna, regions_unexplored:baobab_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
154, savanna, regions_unexplored:baobab_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
155, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
156, none, regions_unexplored:barley_fields, MONSTER, graveyard:nightmare, 10, 1, 1
157, none, regions_unexplored:barley_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
158, none, regions_unexplored:barley_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
159, none, regions_unexplored:barley_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
160, none, regions_unexplored:barley_fields, MONSTER, alexsmobs:murmur, 10, 1, 1
161, none, regions_unexplored:barley_fields, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
162, none, regions_unexplored:barley_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
163, none, regions_unexplored:barley_fields, CREATURE, alexsmobs:crow, 10, 3, 5
164, none, regions_unexplored:barley_fields, CREATURE, alexsmobs:bison, 10, 6, 10
165, none, regions_unexplored:barley_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 2
166, none, regions_unexplored:barley_fields, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
167, none, regions_unexplored:barley_fields, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
168, none, regions_unexplored:barley_fields, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
169, none, regions_unexplored:barley_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
170, none, regions_unexplored:barley_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
171, none, regions_unexplored:barley_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
172, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
173, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:straddler, 70, 1, 3
174, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:farseer, 30, 1, 1
175, nether, minecraft:basalt_deltas, CREATURE, alexsmobs:laviathan, 15, 1, 1
176, nether, minecraft:basalt_deltas, WATER_CREATURE, alexsmobs:stradpole, 10, 1, 1
177, none, regions_unexplored:bayou, MONSTER, graveyard:ghoul, 25, 2, 5
178, none, regions_unexplored:bayou, MONSTER, graveyard:nightmare, 10, 1, 1
179, none, regions_unexplored:bayou, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
180, none, regions_unexplored:bayou, MONSTER, alexsmobs:centipede_head, 10, 1, 1
181, none, regions_unexplored:bayou, MONSTER, alexsmobs:farseer, 30, 1, 1
182, none, regions_unexplored:bayou, MONSTER, alexsmobs:murmur, 10, 1, 1
183, none, regions_unexplored:bayou, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
184, none, regions_unexplored:bayou, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
185, none, regions_unexplored:bayou, MONSTER, fromtheshadows:froglin, 15, 1, 3
186, none, regions_unexplored:bayou, CREATURE, alexsmobs:crocodile, 20, 1, 2
187, none, regions_unexplored:bayou, CREATURE, alexsmobs:shoebill, 10, 1, 2
188, none, regions_unexplored:bayou, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
189, none, regions_unexplored:bayou, CREATURE, alexsmobs:anaconda, 12, 1, 1
190, none, regions_unexplored:bayou, CREATURE, ars_nouveau:drygmy, 10, 1, 2
191, none, regions_unexplored:bayou, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
192, none, regions_unexplored:bayou, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
193, none, regions_unexplored:bayou, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
194, none, regions_unexplored:bayou, AMBIENT, alexsmobs:fly, 10, 2, 3
195, none, regions_unexplored:bayou, AMBIENT, alexsmobs:cockroach, 10, 5, 5
196, none, regions_unexplored:bayou, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
197, none, regions_unexplored:bayou, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
198, beach, minecraft:beach, MONSTER, graveyard:nightmare, 10, 1, 1
199, beach, minecraft:beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
200, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
201, beach, minecraft:beach, MONSTER, alexsmobs:farseer, 30, 1, 1
202, beach, minecraft:beach, MONSTER, alexsmobs:murmur, 10, 1, 1
203, beach, minecraft:beach, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
204, beach, minecraft:beach, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
205, beach, minecraft:beach, CREATURE, alexsmobs:seal, 20, 3, 8
206, beach, minecraft:beach, CREATURE, alexsmobs:seagull, 21, 3, 6
207, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 10, 1, 2
208, beach, minecraft:beach, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
209, beach, minecraft:beach, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
210, beach, minecraft:beach, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
211, beach, minecraft:beach, AMBIENT, alexsmobs:fly, 10, 2, 3
212, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
213, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
214, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
215, none, regions_unexplored:bioshroom_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
216, none, regions_unexplored:bioshroom_caves, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
217, none, regions_unexplored:bioshroom_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
218, none, regions_unexplored:bioshroom_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
219, none, regions_unexplored:bioshroom_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
220, none, regions_unexplored:bioshroom_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
221, none, regions_unexplored:bioshroom_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
222, none, regions_unexplored:bioshroom_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
223, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
224, forest, minecraft:birch_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
225, forest, minecraft:birch_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
226, forest, minecraft:birch_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
227, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
228, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
229, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
230, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
231, forest, minecraft:birch_forest, CREATURE, alexsmobs:sugar_glider, 15, 2, 4
232, forest, minecraft:birch_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
233, forest, minecraft:birch_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
234, forest, minecraft:birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
235, forest, minecraft:birch_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
236, forest, minecraft:birch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
237, forest, minecraft:birch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
238, forest, minecraft:birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
239, forest, minecraft:birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
240, forest, minecraft:birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
241, nether, regions_unexplored:blackstone_basin, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
242, nether, regions_unexplored:blackstone_basin, MONSTER, alexsmobs:farseer, 30, 1, 1
243, nether, regions_unexplored:blackstone_basin, CREATURE, alexsmobs:laviathan, 15, 1, 1
244, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:ghoul, 25, 2, 5
245, forest, regions_unexplored:blackwood_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
246, forest, regions_unexplored:blackwood_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
247, forest, regions_unexplored:blackwood_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
248, forest, regions_unexplored:blackwood_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
249, forest, regions_unexplored:blackwood_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
250, forest, regions_unexplored:blackwood_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
251, forest, regions_unexplored:blackwood_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
252, forest, regions_unexplored:blackwood_forest, CREATURE, alexsmobs:crow, 10, 3, 5
253, forest, regions_unexplored:blackwood_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
254, forest, regions_unexplored:blackwood_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
255, forest, regions_unexplored:blackwood_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
256, forest, regions_unexplored:blackwood_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
257, forest, regions_unexplored:blackwood_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
258, forest, regions_unexplored:blackwood_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
259, forest, regions_unexplored:blackwood_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
260, forest, regions_unexplored:blackwood_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
261, forest, regions_unexplored:blackwood_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
262, forest, regions_unexplored:blackwood_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
263, none, fokastudio:blazing_dunes, MONSTER, alexsmobs:farseer, 30, 1, 1
264, none, stellarity:blazing_dunes, MONSTER, alexsmobs:farseer, 30, 1, 1
265, none, stellarity:blazing_dunes, CREATURE, alexsmobs:endergrade, 10, 2, 6
266, none, stellarity:blazing_dunes, CREATURE, alexsmobs:spectre, 10, 1, 2
267, none, stellarity:blazing_dunes, CREATURE, alexsmobs:enderiophage, 10, 2, 2
268, none, stellarity:blazing_dunes, CREATURE, alexsmobs:cosmaw, 10, 1, 2
269, none, stellarity:blazing_dunes, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
270, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:ghoul, 25, 2, 5
271, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:revenant, 25, 5, 8
272, forest, regions_unexplored:boreal_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
273, forest, regions_unexplored:boreal_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
274, forest, regions_unexplored:boreal_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
275, forest, regions_unexplored:boreal_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
276, forest, regions_unexplored:boreal_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
277, forest, regions_unexplored:boreal_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
278, forest, regions_unexplored:boreal_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
279, forest, regions_unexplored:boreal_forest, CREATURE, alexsmobs:crow, 10, 3, 5
280, forest, regions_unexplored:boreal_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
281, forest, regions_unexplored:boreal_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
282, forest, regions_unexplored:boreal_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
283, forest, regions_unexplored:boreal_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
284, forest, regions_unexplored:boreal_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
285, forest, regions_unexplored:boreal_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
286, forest, regions_unexplored:boreal_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
287, forest, regions_unexplored:boreal_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
288, beach, regions_unexplored:chalk_cliffs, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
289, beach, regions_unexplored:chalk_cliffs, MONSTER, alexsmobs:centipede_head, 10, 1, 1
290, beach, regions_unexplored:chalk_cliffs, MONSTER, alexsmobs:farseer, 30, 1, 1
291, beach, regions_unexplored:chalk_cliffs, MONSTER, alexsmobs:murmur, 10, 1, 1
292, beach, regions_unexplored:chalk_cliffs, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
293, beach, regions_unexplored:chalk_cliffs, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
294, beach, regions_unexplored:chalk_cliffs, CREATURE, alexsmobs:seal, 20, 3, 8
