1, phenomena:abandoned_mansion, HEADING, header:ignore, 0, 0, 0
106, adorabuild_structures:frozen_house_medium_1, HEADING, header:ignore, 0, 0, 0
107, adorabuild_structures:frozen_hut_1, HEADING, header:ignore, 0, 0, 0
108, adorabuild_structures:frozen_hut_2, HEADING, header:ignore, 0, 0, 0
109, dungeons_arise:giant_mushroom, HEADING, header:ignore, 0, 0, 0
110, graveyard:giant_mushroom, HEADING, header:ignore, 0, 0, 0
111, totw_modded:glacio, HEADING, header:ignore, 0, 0, 0
112, dungeons_arise:greenwood_pub, HEADING, header:ignore, 0, 0, 0
113, ars_nouveau:guardian_wilden_den, HEADING, header:ignore, 0, 0, 0
114, ars_nouveau:guardian_wilden_den, MONSTER, ars_nouveau:wilden_guardian, 10, 1, 3
115, graveyard:haunted_house, HEADING, header:ignore, 0, 0, 0
116, dungeons_arise:heavenly_challenger, HEADING, header:ignore, 0, 0, 0
117, dungeons_arise:heavenly_conqueror, HEADING, header:ignore, 0, 0, 0
118, dungeons_arise:heavenly_rider, HEADING, header:ignore, 0, 0, 0
119, ars_nouveau:hunter_wilden_den, HEADING, header:ignore, 0, 0, 0
120, ars_nouveau:hunter_wilden_den, MONSTER, ars_nouveau:wilden_hunter, 10, 3, 3
121, totw_modded:ice, HEADING, header:ignore, 0, 0, 0
122, minecraft:igloo, HEADING, header:ignore, 0, 0, 0
123, dungeons_arise:illager_campsite, HEADING, header:ignore, 0, 0, 0
124, dungeons_arise:illager_corsair, HEADING, header:ignore, 0, 0, 0
125, dungeons_arise:illager_fort, HEADING, header:ignore, 0, 0, 0
126, dungeons_arise:illager_galley, HEADING, header:ignore, 0, 0, 0
127, dungeons_arise:illager_windmill, HEADING, header:ignore, 0, 0, 0
128, minecolonies:incan_colony, HEADING, header:ignore, 0, 0, 0
129, dungeons_arise:infested_temple, HEADING, header:ignore, 0, 0, 0
130, totw_modded:jungle, HEADING, header:ignore, 0, 0, 0
131, awesomedungeon:jungle_giant_tree, HEADING, header:ignore, 0, 0, 0
132, hopo:jungle_mineshaft, HEADING, header:ignore, 0, 0, 0
133, phenomena:jungle_portal, HEADING, header:ignore, 0, 0, 0
134, minecraft:jungle_pyramid, HEADING, header:ignore, 0, 0, 0
135, dungeons_arise:jungle_tree_house, HEADING, header:ignore, 0, 0, 0
136, adorabuild_structures:jungle_tree_house_1, HEADING, header:ignore, 0, 0, 0
137, dungeons_arise:keep_kayra, HEADING, header:ignore, 0, 0, 0
138, ctov:large/village_beach, HEADING, header:ignore, 0, 0, 0
139, ctov:large/village_dark_forest, HEADING, header:ignore, 0, 0, 0
140, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
141, ctov:large/village_jungle, HEADING, header:ignore, 0, 0, 0
142, ctov:large/village_mesa, HEADING, header:ignore, 0, 0, 0
143, ctov:large/village_mountain, HEADING, header:ignore, 0, 0, 0
144, ctov:large/village_mushroom, HEADING, header:ignore, 0, 0, 0
145, ctov:large/village_plains, HEADING, header:ignore, 0, 0, 0
146, ctov:large/village_savanna, HEADING, header:ignore, 0, 0, 0
147, ctov:large/village_snowy, HEADING, header:ignore, 0, 0, 0
148, ctov:large/village_swamp, HEADING, header:ignore, 0, 0, 0
149, ctov:large/village_taiga, HEADING, header:ignore, 0, 0, 0
150, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
151, graveyard:large_graveyard, HEADING, header:ignore, 0, 0, 0
152, graveyard:large_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
153, graveyard:large_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
154, graveyard:large_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
155, adorabuild_structures:library_large_1, HEADING, header:ignore, 0, 0, 0
156, adorabuild_structures:library_small_1, HEADING, header:ignore, 0, 0, 0
157, graveyard:lich_prison, HEADING, header:ignore, 0, 0, 0
158, dungeons_arise:lighthouse, HEADING, header:ignore, 0, 0, 0
159, tlc:lost_castle, HEADING, header:ignore, 0, 0, 0
160, minecolonies:lostmesacity_colony, HEADING, header:ignore, 0, 0, 0
161, phenomena:lush_trap, HEADING, header:ignore, 0, 0, 0
162, adorabuild_structures:mangrove_house_small_1, HEADING, header:ignore, 0, 0, 0
163, hopo:mangrove_mineshaft, HEADING, header:ignore, 0, 0, 0
164, adorabuild_structures:mangrove_tree_house_1, HEADING, header:ignore, 0, 0, 0
165, adorabuild_structures:mangrove_tree_house_2, HEADING, header:ignore, 0, 0, 0
166, minecraft:mansion, HEADING, header:ignore, 0, 0, 0
167, totw_modded:mars, HEADING, header:ignore, 0, 0, 0
168, minecolonies:medieval_birch_colony, HEADING, header:ignore, 0, 0, 0
169, phenomena:medieval_boat, HEADING, header:ignore, 0, 0, 0
170, minecolonies:medieval_dark_oak_colony, HEADING, header:ignore, 0, 0, 0
171, minecolonies:medieval_oak_colony, HEADING, header:ignore, 0, 0, 0
172, minecolonies:medieval_spruce_colony, HEADING, header:ignore, 0, 0, 0
173, ctov:medium/village_beach, HEADING, header:ignore, 0, 0, 0
174, ctov:medium/village_dark_forest, HEADING, header:ignore, 0, 0, 0
175, ctov:medium/village_desert, HEADING, header:ignore, 0, 0, 0
176, ctov:medium/village_jungle, HEADING, header:ignore, 0, 0, 0
177, ctov:medium/village_mesa, HEADING, header:ignore, 0, 0, 0
178, ctov:medium/village_mountain, HEADING, header:ignore, 0, 0, 0
179, ctov:medium/village_mushroom, HEADING, header:ignore, 0, 0, 0
180, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
181, ctov:medium/village_savanna, HEADING, header:ignore, 0, 0, 0
182, ctov:medium/village_snowy, HEADING, header:ignore, 0, 0, 0
183, ctov:medium/village_swamp, HEADING, header:ignore, 0, 0, 0
184, ctov:medium/village_taiga, HEADING, header:ignore, 0, 0, 0
185, ctov:medium/village_underground, HEADING, header:ignore, 0, 0, 0
186, graveyard:medium_graveyard, HEADING, header:ignore, 0, 0, 0
187, graveyard:medium_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
188, graveyard:medium_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
189, graveyard:medium_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
190, graveyard:memorial_tree, HEADING, header:ignore, 0, 0, 0
191, dungeons_arise:merchant_campsite, HEADING, header:ignore, 0, 0, 0
192, totw_modded:mercury, HEADING, header:ignore, 0, 0, 0
193, towns_and_towers:mimic_desert, HEADING, header:ignore, 0, 0, 0
194, imst:mine/basalt_mine, HEADING, header:ignore, 0, 0, 0
195, imst:mine/crimson_mine, HEADING, header:ignore, 0, 0, 0
196, imst:mine/warped_mine, HEADING, header:ignore, 0, 0, 0
197, minecraft:mineshaft, HEADING, header:ignore, 0, 0, 0
198, minecraft:mineshaft, AMBIENT, alexsmobs:underminer, 50, 1, 1
199, minecraft:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
200, minecraft:mineshaft_mesa, AMBIENT, alexsmobs:underminer, 50, 1, 1
201, dungeons_arise:mining_system, HEADING, header:ignore, 0, 0, 0
202, dungeons_arise:monastery, HEADING, header:ignore, 0, 0, 0
203, minecraft:monument, HEADING, header:ignore, 0, 0, 0
204, totw_modded:moon, HEADING, header:ignore, 0, 0, 0
205, hopo:mud_mineshaft, HEADING, header:ignore, 0, 0, 0
206, awesomedungeon:mushroom_abandonned, HEADING, header:ignore, 0, 0, 0
207, graveyard:mushroom_grave, HEADING, header:ignore, 0, 0, 0
208, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
209, adorabuild_structures:mushroom_large_1, HEADING, header:ignore, 0, 0, 0
210, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
211, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
212, totw_modded:nether, HEADING, header:ignore, 0, 0, 0
213, kellomod:nether_dungeon_spawner, HEADING, header:ignore, 0, 0, 0
214, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
215, minecraft:nether_fossil, MONSTER, alexsmobs:soul_vulture, 30, 1, 1
216, phenomena:nether_monster_room, HEADING, header:ignore, 0, 0, 0
217, awesomedungeonnether:nth_absi_palace, HEADING, header:ignore, 0, 0, 0
218, awesomedungeonnether:nth_accum_quad, HEADING, header:ignore, 0, 0, 0
219, awesomedungeonnether:nth_blaze_tower, HEADING, header:ignore, 0, 0, 0
220, awesomedungeonnether:nth_center_square, HEADING, header:ignore, 0, 0, 0
221, awesomedungeonnether:nth_giant_crimson_tree, HEADING, header:ignore, 0, 0, 0
222, awesomedungeonnether:nth_obsi_house, HEADING, header:ignore, 0, 0, 0
223, adorabuild_structures:oak_house_large_1, HEADING, header:ignore, 0, 0, 0
224, adorabuild_structures:oak_house_medium_1, HEADING, header:ignore, 0, 0, 0
225, adorabuild_structures:oak_house_medium_2, HEADING, header:ignore, 0, 0, 0
226, adorabuild_structures:oak_house_small_1, HEADING, header:ignore, 0, 0, 0
227, adorabuild_structures:oak_house_small_2, HEADING, header:ignore, 0, 0, 0
228, adorabuild_structures:oak_house_small_3, HEADING, header:ignore, 0, 0, 0
229, adorabuild_structures:oak_hut_1, HEADING, header:ignore, 0, 0, 0
230, hopo:oak_mineshaft, HEADING, header:ignore, 0, 0, 0
231, adorabuild_structures:oak_tree_1, HEADING, header:ignore, 0, 0, 0
232, stellarity:obsidian_spike, HEADING, header:ignore, 0, 0, 0
233, awesomedungeonocean:ocean_cage, HEADING, header:ignore, 0, 0, 0
234, awesomedungeonocean:ocean_quad, HEADING, header:ignore, 0, 0, 0
235, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
236, awesomedungeonocean:ocean_ruin_pillager, HEADING, header:ignore, 0, 0, 0
237, awesomedungeonocean:ocean_ruin_vanilla_temple, HEADING, header:ignore, 0, 0, 0
238, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
239, awesomedungeonocean:ocean_temple_quad, HEADING, header:ignore, 0, 0, 0
240, awesomedungeonocean:ocean_the_column_temple, HEADING, header:ignore, 0, 0, 0
241, awesomedungeonocean:ocean_warn_temple, HEADING, header:ignore, 0, 0, 0
242, stellarity:old_stronghold, HEADING, header:ignore, 0, 0, 0
243, hopo:piglin_ruin, HEADING, header:ignore, 0, 0, 0
244, prototypedungeons:pillager_castle, HEADING, header:ignore, 0, 0, 0
245, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
246, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
247, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
248, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
249, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
250, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
251, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
252, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
253, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
254, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
255, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
256, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
257, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
258, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
259, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
260, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
261, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
262, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
263, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
264, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
265, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
266, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
267, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
268, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
269, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
270, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
271, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
272, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
273, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
274, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
275, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
276, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
277, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
278, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
279, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
280, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
281, simply_houses:plains_house, HEADING, header:ignore, 0, 0, 0
282, simply_houses:plains_mansion, HEADING, header:ignore, 0, 0, 0
283, hopo:portal, HEADING, header:ignore, 0, 0, 0
284, hopo:portal_deepslate, HEADING, header:ignore, 0, 0, 0
285, hopo:portal_dripstone, HEADING, header:ignore, 0, 0, 0
286, hopo:portal_lush, HEADING, header:ignore, 0, 0, 0
287, adorabuild_structures:prison_large_1, HEADING, header:ignore, 0, 0, 0
288, adorabuild_structures:prison_small_1, HEADING, header:ignore, 0, 0, 0
289, kellomod:pyramid_oasis, HEADING, header:ignore, 0, 0, 0
290, totw_modded:ratlantis, HEADING, header:ignore, 0, 0, 0
291, totw_modded:regular, HEADING, header:ignore, 0, 0, 0
292, stellarity:return_gateways/base_flying, HEADING, header:ignore, 0, 0, 0
293, stellarity:return_gateways/bloody_flying, HEADING, header:ignore, 0, 0, 0
294, stellarity:return_gateways/snowy_flying, HEADING, header:ignore, 0, 0, 0
295, kellomod:ruined_ancient_city, HEADING, header:ignore, 0, 0, 0
296, cataclysm:ruined_citadel, HEADING, header:ignore, 0, 0, 0
297, cataclysm:ruined_citadel, MONSTER, cataclysm:endermaptera, 10, 1, 1
298, kellomod:ruined_junglepyramid0, HEADING, header:ignore, 0, 0, 0
299, kellomod:ruined_junglepyramid1, HEADING, header:ignore, 0, 0, 0
300, kellomod:ruined_junglepyramid2, HEADING, header:ignore, 0, 0, 0
301, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
302, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
303, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
304, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
305, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
306, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
307, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
308, graveyard:ruins, HEADING, header:ignore, 0, 0, 0
309, graveyard:ruins, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
310, graveyard:ruins, MONSTER, graveyard:revenant, 45, 1, 3
311, graveyard:ruins, MONSTER, graveyard:ghoul, 50, 1, 2
312, adorabuild_structures:sand_castle_small_1, HEADING, header:ignore, 0, 0, 0
313, adorabuild_structures:sand_house_medium_1, HEADING, header:ignore, 0, 0, 0
314, adorabuild_structures:sand_house_medium_2, HEADING, header:ignore, 0, 0, 0
315, adorabuild_structures:sand_house_small_1, HEADING, header:ignore, 0, 0, 0
316, adorabuild_structures:sand_house_small_2, HEADING, header:ignore, 0, 0, 0
317, adorabuild_structures:sand_pyramid_1, HEADING, header:ignore, 0, 0, 0
318, adorabuild_structures:sand_underground_castle_1, HEADING, header:ignore, 0, 0, 0
319, phenomena:sand_wall, HEADING, header:ignore, 0, 0, 0
320, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
321, deeper_dark:sculk_trap, HEADING, header:ignore, 0, 0, 0
322, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
323, minecraft:shipwreck, MONSTER, alexsmobs:skelewag, 15, 1, 2
324, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
325, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
326, minecolonies:shire_colony, HEADING, header:ignore, 0, 0, 0
327, phenomena:shulker_tower, HEADING, header:ignore, 0, 0, 0
328, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
329, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
330, ctov:small/village_desert, HEADING, header:ignore, 0, 0, 0
331, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
332, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
333, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
334, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
335, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
336, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
337, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
338, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
339, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
340, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
341, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
342, phenomena:small_bridge, HEADING, header:ignore, 0, 0, 0
343, phenomena:small_bridge_deep, HEADING, header:ignore, 0, 0, 0
344, phenomena:small_bridge_sand, HEADING, header:ignore, 0, 0, 0
345, graveyard:small_desert_grave, HEADING, header:ignore, 0, 0, 0
346, graveyard:small_desert_graveyard, HEADING, header:ignore, 0, 0, 0
347, graveyard:small_grave, HEADING, header:ignore, 0, 0, 0
348, graveyard:small_graveyard, HEADING, header:ignore, 0, 0, 0
349, graveyard:small_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
350, graveyard:small_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
351, graveyard:small_graveyard, MONSTER, graveyard:ghoul, 50, 1, 2
352, graveyard:small_mountain_grave, HEADING, header:ignore, 0, 0, 0
353, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
354, graveyard:small_savanna_grave, HEADING, header:ignore, 0, 0, 0
355, cataclysm:soul_black_smith, HEADING, header:ignore, 0, 0, 0
356, phenomena:spooky_cottage, HEADING, header:ignore, 0, 0, 0
357, adorabuild_structures:spruce_house_large_1, HEADING, header:ignore, 0, 0, 0
358, adorabuild_structures:spruce_house_medium_1, HEADING, header:ignore, 0, 0, 0
359, adorabuild_structures:spruce_house_small_1, HEADING, header:ignore, 0, 0, 0
360, adorabuild_structures:spruce_house_small_2, HEADING, header:ignore, 0, 0, 0
361, adorabuild_structures:spruce_house_small_3, HEADING, header:ignore, 0, 0, 0
362, hopo:spruce_mineshaft, HEADING, header:ignore, 0, 0, 0
363, ars_nouveau:stalker_wilden_den, HEADING, header:ignore, 0, 0, 0
364, ars_nouveau:stalker_wilden_den, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
365, hopo:stone_mineshaft, HEADING, header:ignore, 0, 0, 0
366, phenomena:stonehenge, HEADING, header:ignore, 0, 0, 0
367, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
368, cataclysm:sunken_city, HEADING, header:ignore, 0, 0, 0
369, awesomedungeon:swamp_big_temple, HEADING, header:ignore, 0, 0, 0
370, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
371, simply_houses:taiga_forge, HEADING, header:ignore, 0, 0, 0
